	CDSCode	School	Charter	year	grade	testid	meanscaledscore	Latitude	Longitude	OpenDate	ClosedDate	totalstarenrollment	totaltestedatentitylevel
80	1612590100123	East Oakland Leadership Academy	Y	2011	2	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
81	1612590100123	East Oakland Leadership Academy	Y	2011	2	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
82	1612590100123	East Oakland Leadership Academy	Y	2011	3	8	393.8	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
83	1612590100123	East Oakland Leadership Academy	Y	2011	3	7	336.3	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
84	1612590100123	East Oakland Leadership Academy	Y	2011	4	7	340.0	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
85	1612590100123	East Oakland Leadership Academy	Y	2011	4	8	373.1	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
86	1612590100123	East Oakland Leadership Academy	Y	2011	5	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
87	1612590100123	East Oakland Leadership Academy	Y	2011	5	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	97	97
88	1612590100123	East Oakland Leadership Academy	Y	2012	2	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
89	1612590100123	East Oakland Leadership Academy	Y	2012	2	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
90	1612590100123	East Oakland Leadership Academy	Y	2012	3	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
91	1612590100123	East Oakland Leadership Academy	Y	2012	3	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
92	1612590100123	East Oakland Leadership Academy	Y	2012	4	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
93	1612590100123	East Oakland Leadership Academy	Y	2012	4	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
94	1612590100123	East Oakland Leadership Academy	Y	2012	5	7	353.4	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
95	1612590100123	East Oakland Leadership Academy	Y	2012	5	8	409.6	37.77184000000001	-122.18986	2003-09-02	NULL	90	90
96	1612590100123	East Oakland Leadership Academy	Y	2010	2	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
97	1612590100123	East Oakland Leadership Academy	Y	2010	2	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
98	1612590100123	East Oakland Leadership Academy	Y	2010	3	8	367.9	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
99	1612590100123	East Oakland Leadership Academy	Y	2010	3	7	315.1	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
100	1612590100123	East Oakland Leadership Academy	Y	2010	4	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
101	1612590100123	East Oakland Leadership Academy	Y	2010	4	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
102	1612590100123	East Oakland Leadership Academy	Y	2010	5	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
103	1612590100123	East Oakland Leadership Academy	Y	2010	5	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	101	101
104	1612590100123	East Oakland Leadership Academy	Y	2007	5	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	65	65
105	1612590100123	East Oakland Leadership Academy	Y	2007	5	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	65	65
106	1612590100123	East Oakland Leadership Academy	Y	2008	2	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	71	71
107	1612590100123	East Oakland Leadership Academy	Y	2008	2	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	71	71
108	1612590100123	East Oakland Leadership Academy	Y	2008	5	7	340.6	37.77184000000001	-122.18986	2003-09-02	NULL	71	71
109	1612590100123	East Oakland Leadership Academy	Y	2008	5	8	382.3	37.77184000000001	-122.18986	2003-09-02	NULL	71	71
110	1612590100123	East Oakland Leadership Academy	Y	2009	2	7	326.2	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
111	1612590100123	East Oakland Leadership Academy	Y	2009	2	8	387.3	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
112	1612590100123	East Oakland Leadership Academy	Y	2009	3	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
113	1612590100123	East Oakland Leadership Academy	Y	2009	3	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
114	1612590100123	East Oakland Leadership Academy	Y	2009	4	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
115	1612590100123	East Oakland Leadership Academy	Y	2009	4	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
116	1612590100123	East Oakland Leadership Academy	Y	2009	5	7	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
117	1612590100123	East Oakland Leadership Academy	Y	2009	5	8	NULL	37.77184000000001	-122.18986	2003-09-02	NULL	96	96
118	1612590100792	Think College Now	N	2011	2	7	365.0	37.78008	-122.2305	2003-08-28	NULL	200	200
119	1612590100792	Think College Now	N	2011	2	8	396.5	37.78008	-122.2305	2003-08-28	NULL	200	200
120	1612590100792	Think College Now	N	2011	3	8	387.1	37.78008	-122.2305	2003-08-28	NULL	200	200
121	1612590100792	Think College Now	N	2011	3	7	339.7	37.78008	-122.2305	2003-08-28	NULL	200	200
122	1612590100792	Think College Now	N	2011	4	7	369.2	37.78008	-122.2305	2003-08-28	NULL	200	200
123	1612590100792	Think College Now	N	2011	4	8	407.5	37.78008	-122.2305	2003-08-28	NULL	200	200
124	1612590100792	Think College Now	N	2011	5	8	421.4	37.78008	-122.2305	2003-08-28	NULL	200	200
125	1612590100792	Think College Now	N	2011	5	7	366.7	37.78008	-122.2305	2003-08-28	NULL	200	200
126	1612590100792	Think College Now	N	2012	2	7	352.6	37.78008	-122.2305	2003-08-28	NULL	199	199
127	1612590100792	Think College Now	N	2012	2	8	387.6	37.78008	-122.2305	2003-08-28	NULL	199	199
128	1612590100792	Think College Now	N	2012	3	8	423.5	37.78008	-122.2305	2003-08-28	NULL	199	199
129	1612590100792	Think College Now	N	2012	3	7	350.8	37.78008	-122.2305	2003-08-28	NULL	199	199
130	1612590100792	Think College Now	N	2012	4	7	390.9	37.78008	-122.2305	2003-08-28	NULL	199	199
131	1612590100792	Think College Now	N	2012	4	8	431.0	37.78008	-122.2305	2003-08-28	NULL	199	199
132	1612590100792	Think College Now	N	2012	5	8	367.6	37.78008	-122.2305	2003-08-28	NULL	199	199
133	1612590100792	Think College Now	N	2012	5	7	348.2	37.78008	-122.2305	2003-08-28	NULL	199	199
134	1612590100792	Think College Now	N	2010	2	8	415.8	37.78008	-122.2305	2003-08-28	NULL	192	192
135	1612590100792	Think College Now	N	2010	2	7	368.1	37.78008	-122.2305	2003-08-28	NULL	192	192
136	1612590100792	Think College Now	N	2010	3	7	331.7	37.78008	-122.2305	2003-08-28	NULL	192	192
137	1612590100792	Think College Now	N	2010	3	8	385.6	37.78008	-122.2305	2003-08-28	NULL	192	192
138	1612590100792	Think College Now	N	2010	4	7	390.5	37.78008	-122.2305	2003-08-28	NULL	192	192
139	1612590100792	Think College Now	N	2010	4	8	437.7	37.78008	-122.2305	2003-08-28	NULL	192	192
140	1612590100792	Think College Now	N	2010	5	8	403.7	37.78008	-122.2305	2003-08-28	NULL	192	192
141	1612590100792	Think College Now	N	2010	5	7	363.8	37.78008	-122.2305	2003-08-28	NULL	192	192
142	1612590100792	Think College Now	N	2005	2	7	299.3	37.78008	-122.2305	2003-08-28	NULL	79	79
143	1612590100792	Think College Now	N	2005	2	8	326.1	37.78008	-122.2305	2003-08-28	NULL	79	79
144	1612590100792	Think College Now	N	2005	3	7	282.5	37.78008	-122.2305	2003-08-28	NULL	79	79
145	1612590100792	Think College Now	N	2005	3	8	334.9	37.78008	-122.2305	2003-08-28	NULL	79	79
146	1612590100792	Think College Now	N	2004	2	7	281.7	37.78008	-122.2305	2003-08-28	NULL	39	40
147	1612590100792	Think College Now	N	2004	2	8	322.3	37.78008	-122.2305	2003-08-28	NULL	39	40
148	1612590100792	Think College Now	N	2006	2	7	359.7	37.78008	-122.2305	2003-08-28	NULL	128	125
149	1612590100792	Think College Now	N	2006	2	8	408.1	37.78008	-122.2305	2003-08-28	NULL	128	125
150	1612590100792	Think College Now	N	2006	3	7	301.1	37.78008	-122.2305	2003-08-28	NULL	128	125
151	1612590100792	Think College Now	N	2006	3	8	323.4	37.78008	-122.2305	2003-08-28	NULL	128	125
152	1612590100792	Think College Now	N	2006	4	7	326.2	37.78008	-122.2305	2003-08-28	NULL	128	125
153	1612590100792	Think College Now	N	2006	4	8	358.1	37.78008	-122.2305	2003-08-28	NULL	128	125
154	1612590100792	Think College Now	N	2007	2	7	399.1	37.78008	-122.2305	2003-08-28	NULL	171	170
155	1612590100792	Think College Now	N	2007	2	8	397.7	37.78008	-122.2305	2003-08-28	NULL	171	170
156	1612590100792	Think College Now	N	2007	3	7	326.8	37.78008	-122.2305	2003-08-28	NULL	171	170
157	1612590100792	Think College Now	N	2007	3	8	362.7	37.78008	-122.2305	2003-08-28	NULL	171	170
158	1612590100792	Think College Now	N	2007	4	7	361.5	37.78008	-122.2305	2003-08-28	NULL	171	170
159	1612590100792	Think College Now	N	2007	4	8	366.5	37.78008	-122.2305	2003-08-28	NULL	171	170
160	1612590100792	Think College Now	N	2007	5	7	339.9	37.78008	-122.2305	2003-08-28	NULL	171	170
161	1612590100792	Think College Now	N	2007	5	8	355.8	37.78008	-122.2305	2003-08-28	NULL	171	170
162	1612590100792	Think College Now	N	2008	2	7	377.3	37.78008	-122.2305	2003-08-28	NULL	185	185
163	1612590100792	Think College Now	N	2008	2	8	415.3	37.78008	-122.2305	2003-08-28	NULL	185	185
164	1612590100792	Think College Now	N	2008	3	7	338.4	37.78008	-122.2305	2003-08-28	NULL	185	185
165	1612590100792	Think College Now	N	2008	3	8	398.0	37.78008	-122.2305	2003-08-28	NULL	185	185
166	1612590100792	Think College Now	N	2008	4	7	357.2	37.78008	-122.2305	2003-08-28	NULL	185	185
167	1612590100792	Think College Now	N	2008	4	8	383.6	37.78008	-122.2305	2003-08-28	NULL	185	185
168	1612590100792	Think College Now	N	2008	5	7	324.5	37.78008	-122.2305	2003-08-28	NULL	185	185
169	1612590100792	Think College Now	N	2008	5	8	330.4	37.78008	-122.2305	2003-08-28	NULL	185	185
170	1612590100792	Think College Now	N	2009	2	7	352.9	37.78008	-122.2305	2003-08-28	NULL	183	180
171	1612590100792	Think College Now	N	2009	2	8	383.4	37.78008	-122.2305	2003-08-28	NULL	183	180
172	1612590100792	Think College Now	N	2009	3	7	381.5	37.78008	-122.2305	2003-08-28	NULL	183	180
173	1612590100792	Think College Now	N	2009	3	8	461.9	37.78008	-122.2305	2003-08-28	NULL	183	180
174	1612590100792	Think College Now	N	2009	4	7	386.7	37.78008	-122.2305	2003-08-28	NULL	183	180
175	1612590100792	Think College Now	N	2009	4	8	412.0	37.78008	-122.2305	2003-08-28	NULL	183	180
176	1612590100792	Think College Now	N	2009	5	7	354.8	37.78008	-122.2305	2003-08-28	NULL	183	180
177	1612590100792	Think College Now	N	2009	5	8	398.5	37.78008	-122.2305	2003-08-28	NULL	183	180
178	1612590102988	EnCompass Academy Elementary	N	2011	2	7	350.7	37.752862	-122.18605	2004-09-07	NULL	162	160
179	1612590102988	EnCompass Academy Elementary	N	2011	2	8	383.7	37.752862	-122.18605	2004-09-07	NULL	162	160
180	1612590102988	EnCompass Academy Elementary	N	2011	3	8	385.8	37.752862	-122.18605	2004-09-07	NULL	162	160
181	1612590102988	EnCompass Academy Elementary	N	2011	3	7	341.2	37.752862	-122.18605	2004-09-07	NULL	162	160
182	1612590102988	EnCompass Academy Elementary	N	2011	4	7	350.9	37.752862	-122.18605	2004-09-07	NULL	162	160
183	1612590102988	EnCompass Academy Elementary	N	2011	4	8	387.2	37.752862	-122.18605	2004-09-07	NULL	162	160
184	1612590102988	EnCompass Academy Elementary	N	2011	5	8	311.7	37.752862	-122.18605	2004-09-07	NULL	162	160
185	1612590102988	EnCompass Academy Elementary	N	2011	5	7	324.7	37.752862	-122.18605	2004-09-07	NULL	162	160
186	1612590102988	EnCompass Academy Elementary	N	2012	2	7	329.2	37.752862	-122.18605	2004-09-07	NULL	154	152
187	1612590102988	EnCompass Academy Elementary	N	2012	2	8	365.6	37.752862	-122.18605	2004-09-07	NULL	154	152
188	1612590102988	EnCompass Academy Elementary	N	2012	3	8	388.7	37.752862	-122.18605	2004-09-07	NULL	154	152
189	1612590102988	EnCompass Academy Elementary	N	2012	3	7	360.1	37.752862	-122.18605	2004-09-07	NULL	154	152
190	1612590102988	EnCompass Academy Elementary	N	2012	4	7	360.4	37.752862	-122.18605	2004-09-07	NULL	154	152
191	1612590102988	EnCompass Academy Elementary	N	2012	4	8	392.3	37.752862	-122.18605	2004-09-07	NULL	154	152
192	1612590102988	EnCompass Academy Elementary	N	2012	5	8	385.0	37.752862	-122.18605	2004-09-07	NULL	154	152
193	1612590102988	EnCompass Academy Elementary	N	2012	5	7	343.9	37.752862	-122.18605	2004-09-07	NULL	154	152
194	1612590102988	EnCompass Academy Elementary	N	2010	2	7	357.1	37.752862	-122.18605	2004-09-07	NULL	162	162
195	1612590102988	EnCompass Academy Elementary	N	2010	2	8	363.4	37.752862	-122.18605	2004-09-07	NULL	162	162
196	1612590102988	EnCompass Academy Elementary	N	2010	3	8	349.5	37.752862	-122.18605	2004-09-07	NULL	162	162
197	1612590102988	EnCompass Academy Elementary	N	2010	3	7	322.3	37.752862	-122.18605	2004-09-07	NULL	162	162
198	1612590102988	EnCompass Academy Elementary	N	2010	4	7	356.6	37.752862	-122.18605	2004-09-07	NULL	162	162
199	1612590102988	EnCompass Academy Elementary	N	2010	4	8	372.8	37.752862	-122.18605	2004-09-07	NULL	162	162
200	1612590102988	EnCompass Academy Elementary	N	2010	5	8	296.4	37.752862	-122.18605	2004-09-07	NULL	162	162
201	1612590102988	EnCompass Academy Elementary	N	2010	5	7	317.2	37.752862	-122.18605	2004-09-07	NULL	162	162
202	1612590102988	EnCompass Academy Elementary	N	2005	2	7	285.8	37.752862	-122.18605	2004-09-07	NULL	33	33
203	1612590102988	EnCompass Academy Elementary	N	2005	2	8	312.9	37.752862	-122.18605	2004-09-07	NULL	33	33
204	1612590102988	EnCompass Academy Elementary	N	2006	2	7	343.2	37.752862	-122.18605	2004-09-07	NULL	70	70
205	1612590102988	EnCompass Academy Elementary	N	2006	2	8	382.8	37.752862	-122.18605	2004-09-07	NULL	70	70
206	1612590102988	EnCompass Academy Elementary	N	2006	3	7	314.7	37.752862	-122.18605	2004-09-07	NULL	70	70
207	1612590102988	EnCompass Academy Elementary	N	2006	3	8	349.0	37.752862	-122.18605	2004-09-07	NULL	70	70
208	1612590102988	EnCompass Academy Elementary	N	2007	2	7	310.5	37.752862	-122.18605	2004-09-07	NULL	113	113
209	1612590102988	EnCompass Academy Elementary	N	2007	2	8	336.1	37.752862	-122.18605	2004-09-07	NULL	113	113
210	1612590102988	EnCompass Academy Elementary	N	2007	3	7	340.2	37.752862	-122.18605	2004-09-07	NULL	113	113
211	1612590102988	EnCompass Academy Elementary	N	2007	3	8	373.6	37.752862	-122.18605	2004-09-07	NULL	113	113
212	1612590102988	EnCompass Academy Elementary	N	2007	4	7	326.5	37.752862	-122.18605	2004-09-07	NULL	113	113
213	1612590102988	EnCompass Academy Elementary	N	2007	4	8	357.2	37.752862	-122.18605	2004-09-07	NULL	113	113
214	1612590102988	EnCompass Academy Elementary	N	2008	2	7	305.8	37.752862	-122.18605	2004-09-07	NULL	158	158
215	1612590102988	EnCompass Academy Elementary	N	2008	2	8	304.8	37.752862	-122.18605	2004-09-07	NULL	158	158
216	1612590102988	EnCompass Academy Elementary	N	2008	3	7	290.6	37.752862	-122.18605	2004-09-07	NULL	158	158
217	1612590102988	EnCompass Academy Elementary	N	2008	3	8	322.5	37.752862	-122.18605	2004-09-07	NULL	158	158
218	1612590102988	EnCompass Academy Elementary	N	2008	4	7	338.5	37.752862	-122.18605	2004-09-07	NULL	158	158
219	1612590102988	EnCompass Academy Elementary	N	2008	4	8	347.0	37.752862	-122.18605	2004-09-07	NULL	158	158
220	1612590102988	EnCompass Academy Elementary	N	2008	5	7	306.0	37.752862	-122.18605	2004-09-07	NULL	158	158
221	1612590102988	EnCompass Academy Elementary	N	2008	5	8	325.1	37.752862	-122.18605	2004-09-07	NULL	158	158
222	1612590102988	EnCompass Academy Elementary	N	2009	2	7	333.0	37.752862	-122.18605	2004-09-07	NULL	157	156
223	1612590102988	EnCompass Academy Elementary	N	2009	2	8	328.5	37.752862	-122.18605	2004-09-07	NULL	157	156
224	1612590102988	EnCompass Academy Elementary	N	2009	3	7	335.1	37.752862	-122.18605	2004-09-07	NULL	157	156
225	1612590102988	EnCompass Academy Elementary	N	2009	3	8	407.8	37.752862	-122.18605	2004-09-07	NULL	157	156
226	1612590102988	EnCompass Academy Elementary	N	2009	4	7	341.4	37.752862	-122.18605	2004-09-07	NULL	157	156
227	1612590102988	EnCompass Academy Elementary	N	2009	4	8	345.3	37.752862	-122.18605	2004-09-07	NULL	157	156
228	1612590102988	EnCompass Academy Elementary	N	2009	5	7	326.2	37.752862	-122.18605	2004-09-07	NULL	157	156
229	1612590102988	EnCompass Academy Elementary	N	2009	5	8	324.3	37.752862	-122.18605	2004-09-07	NULL	157	156
230	1612590108803	Aspire Millsmont Academy	Y	2011	2	7	335.8	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
231	1612590108803	Aspire Millsmont Academy	Y	2011	2	8	321.7	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
232	1612590108803	Aspire Millsmont Academy	Y	2011	3	8	375.7	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
233	1612590108803	Aspire Millsmont Academy	Y	2011	3	7	348.5	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
234	1612590108803	Aspire Millsmont Academy	Y	2011	4	7	346.6	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
235	1612590108803	Aspire Millsmont Academy	Y	2011	4	8	376.8	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
236	1612590108803	Aspire Millsmont Academy	Y	2011	5	8	385.5	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
237	1612590108803	Aspire Millsmont Academy	Y	2011	5	7	348.9	37.774289	-122.18234	2005-08-17	2014-06-30	174	174
238	1612590108803	Aspire Millsmont Academy	Y	2012	2	7	338.4	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
239	1612590108803	Aspire Millsmont Academy	Y	2012	2	8	342.7	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
240	1612590108803	Aspire Millsmont Academy	Y	2012	3	8	345.7	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
241	1612590108803	Aspire Millsmont Academy	Y	2012	3	7	320.0	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
242	1612590108803	Aspire Millsmont Academy	Y	2012	4	7	359.1	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
243	1612590108803	Aspire Millsmont Academy	Y	2012	4	8	380.0	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
244	1612590108803	Aspire Millsmont Academy	Y	2012	5	8	349.1	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
245	1612590108803	Aspire Millsmont Academy	Y	2012	5	7	325.4	37.774289	-122.18234	2005-08-17	2014-06-30	181	180
246	1612590108803	Aspire Millsmont Academy	Y	2010	2	8	378.7	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
247	1612590108803	Aspire Millsmont Academy	Y	2010	2	7	351.4	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
248	1612590108803	Aspire Millsmont Academy	Y	2010	3	7	331.7	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
249	1612590108803	Aspire Millsmont Academy	Y	2010	3	8	368.6	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
250	1612590108803	Aspire Millsmont Academy	Y	2010	4	8	372.9	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
251	1612590108803	Aspire Millsmont Academy	Y	2010	4	7	343.1	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
252	1612590108803	Aspire Millsmont Academy	Y	2010	5	7	341.8	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
253	1612590108803	Aspire Millsmont Academy	Y	2010	5	8	400.9	37.774289	-122.18234	2005-08-17	2014-06-30	166	163
254	1612590108803	Aspire Millsmont Academy	Y	2006	2	7	304.7	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
255	1612590108803	Aspire Millsmont Academy	Y	2006	2	8	313.2	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
256	1612590108803	Aspire Millsmont Academy	Y	2006	3	7	281.9	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
257	1612590108803	Aspire Millsmont Academy	Y	2006	3	8	316.4	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
258	1612590108803	Aspire Millsmont Academy	Y	2006	4	7	312.6	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
259	1612590108803	Aspire Millsmont Academy	Y	2006	4	8	322.5	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
260	1612590108803	Aspire Millsmont Academy	Y	2006	5	7	316.9	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
261	1612590108803	Aspire Millsmont Academy	Y	2006	5	8	333.4	37.774289	-122.18234	2005-08-17	2014-06-30	202	201
262	1612590108803	Aspire Millsmont Academy	Y	2007	2	7	327.9	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
263	1612590108803	Aspire Millsmont Academy	Y	2007	2	8	329.9	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
264	1612590108803	Aspire Millsmont Academy	Y	2007	3	7	311.5	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
265	1612590108803	Aspire Millsmont Academy	Y	2007	3	8	356.4	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
266	1612590108803	Aspire Millsmont Academy	Y	2007	4	7	315.6	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
267	1612590108803	Aspire Millsmont Academy	Y	2007	4	8	321.0	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
268	1612590108803	Aspire Millsmont Academy	Y	2007	5	7	326.8	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
269	1612590108803	Aspire Millsmont Academy	Y	2007	5	8	343.7	37.774289	-122.18234	2005-08-17	2014-06-30	207	207
270	1612590108803	Aspire Millsmont Academy	Y	2008	2	7	354.0	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
271	1612590108803	Aspire Millsmont Academy	Y	2008	2	8	387.8	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
272	1612590108803	Aspire Millsmont Academy	Y	2008	3	7	321.4	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
273	1612590108803	Aspire Millsmont Academy	Y	2008	3	8	364.7	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
274	1612590108803	Aspire Millsmont Academy	Y	2008	4	7	324.8	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
275	1612590108803	Aspire Millsmont Academy	Y	2008	4	8	350.3	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
276	1612590108803	Aspire Millsmont Academy	Y	2008	5	7	315.1	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
277	1612590108803	Aspire Millsmont Academy	Y	2008	5	8	315.3	37.774289	-122.18234	2005-08-17	2014-06-30	304	304
278	1612590108803	Aspire Millsmont Academy	Y	2009	2	7	362.1	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
279	1612590108803	Aspire Millsmont Academy	Y	2009	2	8	358.6	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
280	1612590108803	Aspire Millsmont Academy	Y	2009	3	7	346.0	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
281	1612590108803	Aspire Millsmont Academy	Y	2009	3	8	390.7	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
282	1612590108803	Aspire Millsmont Academy	Y	2009	4	7	340.3	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
283	1612590108803	Aspire Millsmont Academy	Y	2009	4	8	379.8	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
284	1612590108803	Aspire Millsmont Academy	Y	2009	5	7	331.4	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
285	1612590108803	Aspire Millsmont Academy	Y	2009	5	8	366.3	37.774289	-122.18234	2005-08-17	2014-06-30	159	159
286	1612590109819	Aspire Berkley Maynard Academy	Y	2011	2	7	373.5	37.844798	-122.28416	2005-08-24	NULL	416	416
287	1612590109819	Aspire Berkley Maynard Academy	Y	2011	2	8	377.8	37.844798	-122.28416	2005-08-24	NULL	416	416
288	1612590109819	Aspire Berkley Maynard Academy	Y	2011	3	8	404.1	37.844798	-122.28416	2005-08-24	NULL	416	416
289	1612590109819	Aspire Berkley Maynard Academy	Y	2011	3	7	351.4	37.844798	-122.28416	2005-08-24	NULL	416	416
290	1612590109819	Aspire Berkley Maynard Academy	Y	2011	4	7	385.7	37.844798	-122.28416	2005-08-24	NULL	416	416
291	1612590109819	Aspire Berkley Maynard Academy	Y	2011	4	8	414.5	37.844798	-122.28416	2005-08-24	NULL	416	416
292	1612590109819	Aspire Berkley Maynard Academy	Y	2011	5	8	408.0	37.844798	-122.28416	2005-08-24	NULL	416	416
293	1612590109819	Aspire Berkley Maynard Academy	Y	2011	5	7	358.5	37.844798	-122.28416	2005-08-24	NULL	416	416
294	1612590109819	Aspire Berkley Maynard Academy	Y	2012	2	8	390.4	37.844798	-122.28416	2005-08-24	NULL	437	437
295	1612590109819	Aspire Berkley Maynard Academy	Y	2012	2	7	368.1	37.844798	-122.28416	2005-08-24	NULL	437	437
296	1612590109819	Aspire Berkley Maynard Academy	Y	2012	3	7	354.2	37.844798	-122.28416	2005-08-24	NULL	437	437
297	1612590109819	Aspire Berkley Maynard Academy	Y	2012	3	8	392.1	37.844798	-122.28416	2005-08-24	NULL	437	437
298	1612590109819	Aspire Berkley Maynard Academy	Y	2012	4	8	405.7	37.844798	-122.28416	2005-08-24	NULL	437	437
299	1612590109819	Aspire Berkley Maynard Academy	Y	2012	4	7	368.5	37.844798	-122.28416	2005-08-24	NULL	437	437
300	1612590109819	Aspire Berkley Maynard Academy	Y	2012	5	7	374.6	37.844798	-122.28416	2005-08-24	NULL	437	437
301	1612590109819	Aspire Berkley Maynard Academy	Y	2012	5	8	412.0	37.844798	-122.28416	2005-08-24	NULL	437	437
302	1612590109819	Aspire Berkley Maynard Academy	Y	2010	2	7	369.7	37.844798	-122.28416	2005-08-24	NULL	324	322
303	1612590109819	Aspire Berkley Maynard Academy	Y	2010	2	8	386.5	37.844798	-122.28416	2005-08-24	NULL	324	322
304	1612590109819	Aspire Berkley Maynard Academy	Y	2010	3	8	380.9	37.844798	-122.28416	2005-08-24	NULL	324	322
305	1612590109819	Aspire Berkley Maynard Academy	Y	2010	3	7	344.2	37.844798	-122.28416	2005-08-24	NULL	324	322
306	1612590109819	Aspire Berkley Maynard Academy	Y	2010	4	7	377.7	37.844798	-122.28416	2005-08-24	NULL	324	322
307	1612590109819	Aspire Berkley Maynard Academy	Y	2010	4	8	396.8	37.844798	-122.28416	2005-08-24	NULL	324	322
308	1612590109819	Aspire Berkley Maynard Academy	Y	2010	5	8	395.5	37.844798	-122.28416	2005-08-24	NULL	324	322
309	1612590109819	Aspire Berkley Maynard Academy	Y	2010	5	7	355.0	37.844798	-122.28416	2005-08-24	NULL	324	322
310	1612590109819	Aspire Berkley Maynard Academy	Y	2006	2	7	322.9	37.844798	-122.28416	2005-08-24	NULL	119	119
